,pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
31,449.7,6096,-39.8,-45.5,350.0,35.0,6.0776862183425635,-34.468271355427284,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
32,400.0,6890,-45.5,-50.5,350.0,38.0,6.598630751343355,-37.42269461446391,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
33,358.0,7620,-49.3,-55.0,355.0,47.0,4.096319909139941,-46.82115081031204,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
34,340.0,7959,-51.1,-57.1,358.0,51.0,1.7798743318275416,-50.96893217797388,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
35,300.0,8760,-57.5,-63.5,5.0,60.0,-5.22934456485949,-59.771681885504734,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
36,283.0,9125,-60.5,-66.5,5.0,66.0,-5.752279021345439,-65.74885007405521,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
37,282.1,9144,-60.6,-66.6,5.0,66.0,-5.752279021345439,-65.74885007405521,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
38,270.0,9415,-61.8,-67.8,5.0,70.0,-6.1009019923360714,-69.7336288664222,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
39,268.5,9449,-61.9,-67.9,5.0,70.0,-6.1009019923360714,-69.7336288664222,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
40,250.0,9890,-63.9,-69.9,5.0,60.0,-5.22934456485949,-59.771681885504734,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
41,238.0,10192,-64.9,-70.9,0.0,49.0,-0.0,-49.0,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
42,220.4,10668,-62.6,-69.0,350.0,39.0,6.772278929010285,-38.40750236747611,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
43,209.8,10973,-61.1,-67.9,350.0,37.0,6.424982573676425,-36.437886861451695,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
44,200.0,11270,-59.7,-66.7,330.0,33.0,16.500000000000014,-28.578838324886465,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
45,199.7,11278,-59.7,-66.7,325.0,33.0,18.92802239958453,-27.03201746153672,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
46,173.0,12179,-56.1,-63.1,317.0,34.0,23.187944242124942,-24.866025855051802,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
47,150.0,13080,-56.5,-64.5,310.0,34.0,26.045511066045258,-21.854778729342335,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
48,142.4,13411,-56.2,-64.2,310.0,37.0,28.34364439540219,-23.78314155840195,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
49,135.8,13716,-55.9,-63.9,280.0,37.0,36.4378868614517,-6.424982573676409,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
50,118.0,14618,-55.1,-63.1,295.0,42.0,38.06492705553929,-17.749966993109382,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
51,117.8,14630,-55.1,-63.1,295.0,42.0,38.06492705553929,-17.749966993109382,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
52,107.2,15240,-53.1,-61.7,290.0,48.0,45.1052457977236,-16.416966879632113,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
53,102.3,15545,-52.2,-61.0,285.0,52.0,50.22814296703156,-13.458590345331055,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
54,100.0,15690,-51.7,-60.7,285.0,52.0,50.22814296703156,-13.458590345331055,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
55,98.7,15775,-51.3,-60.3,285.0,51.0,49.26221714074249,-13.199771300228536,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
56,97.6,15850,-50.1,-59.5,285.0,51.0,49.26221714074249,-13.199771300228536,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
57,95.9,15963,-48.3,-58.3,285.0,51.0,49.26221714074249,-13.199771300228536,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
58,90.7,16328,-49.9,-59.9,284.0,53.0,51.425673492627816,-12.821860466782374,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
59,78.0,17326,-44.1,-56.1,282.0,56.0,54.77626564109311,-11.643054685794528,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
60,70.7,17983,-45.0,-57.9,280.0,58.0,57.11884967470807,-10.071594304681938,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
61,70.0,18050,-45.1,-58.1,280.0,58.0,57.11884967470807,-10.071594304681938,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
62,64.9,18553,-45.7,-58.7,281.0,54.0,53.00786790617385,-10.303685750333436,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
63,61.6,18903,-42.7,-56.7,282.0,52.0,50.86367523815789,-10.81140792252349,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
64,57.3,19386,-46.3,-60.3,283.0,48.0,46.76976310969129,-10.797650608505515,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
65,50.0,20290,-45.9,-59.9,285.0,41.0,39.602958877851805,-10.611580849203332,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
66,42.7,21336,-46.3,-60.3,285.0,35.0,33.807403920117395,-9.05866657858821,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
67,42.3,21400,-46.3,-60.3,285.0,35.0,33.807403920117395,-9.05866657858821,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
68,39.9,21791,-42.5,-57.5,283.0,34.0,33.128582202698,-7.648335847691406,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
69,37.2,22250,-44.9,-59.5,280.0,32.0,31.51384809639066,-5.556741685341759,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
70,34.4,22780,-47.7,-61.7,284.0,30.0,29.1088717882799,-7.257656867990023,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
71,31.9,23280,-45.1,-59.1,287.0,28.0,26.77653316696499,-8.18640773223663,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
72,30.0,23690,-45.1,-59.1,290.0,26.0,24.432008140433616,-8.892523726467395,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
73,27.0,24391,-47.9,-61.9,298.0,23.0,20.30779463575532,-10.79784594407548,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
74,21.5,25908,-44.8,-59.8,315.0,15.0,10.606601717798215,-10.606601717798211,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
75,21.3,25969,-44.7,-59.7,313.0,15.0,10.970305524287557,-10.229975400937478,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
76,20.0,26390,-46.1,-60.1,300.0,13.0,11.258330249197702,-6.5,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
77,17.9,27127,-47.4,-61.4,285.0,15.0,14.488887394336027,-3.8822856765378044,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
78,17.1,27432,-47.9,-61.9,290.0,15.0,14.095389311788624,-5.130302149885035,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
79,15.6,28032,-48.9,-62.9,303.0,17.0,14.257399655072213,-9.258863595255454,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
80,14.9,28346,-47.6,-62.0,310.0,18.0,13.788799976141606,-11.570176974357707,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
81,13.8,28843,-45.5,-60.5,299.0,22.0,19.241633557066702,-10.665811645419419,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
82,13.0,29261,-45.1,-60.1,290.0,26.0,24.432008140433616,-8.892523726467395,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
83,10.8,30480,-44.0,-59.0,295.0,29.0,26.282925824062843,-12.255929590480289,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
84,10.0,31000,-43.5,-58.5,295.0,30.0,27.189233611099496,-12.678547852220989,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
85,7.2,33223,-42.8,-57.8,290.0,27.0,25.371700761219525,-9.234543869793065,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
86,7.0,33400,-42.7,-57.7,290.0,27.0,25.371700761219525,-9.234543869793065,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
87,6.9,33497,-41.9,-57.9,,,,,PABR,70026,2003-02-14 12:00:00,71.3,-156.78,4.0,2.72
